,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,date_hour,temp,clouds,pressure,rain,humidity,wind
450,2.6,Uber,Back Bay,Haymarket Square,26.0,1.0,d7af431d-f83e-4c75-a9ba-bc8a6eddd30a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:23.53.40,39.3,0.85,995.95,,0.66,10.54
3304,0.99,Lyft,North Station,North End,5.0,1.0,4f0ef87e-abc3-472d-85c4-d511f3a8272b,lyft_line,Shared,2018-11-27:00.58.48,44.09,0.98,1006.01,0.161,0.9,10.0
836,1.0,Uber,Financial District,Haymarket Square,15.0,1.0,04c9c3b2-2f50-4a21-bcab-98aeb607e31a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:02.32.08,38.05,0.37,998.28,,0.71,10.79
1141,0.72,Uber,Haymarket Square,West End,,1.0,4a812651-1990-4141-8074-b1ff125bb683,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:00.02.07,39.1,0.83,996.07,,0.67,10.69
1586,1.56,Lyft,South Station,North Station,5.0,1.0,58a8d8e4-dc9f-483c-906a-a6ae339b7582,lyft_line,Shared,2018-11-27:01.17.22,44.07,0.99,1005.4,0.2946,0.9,11.26
2528,2.32,Uber,Fenway,Beacon Hill,,1.0,1ade7db7-1db9-4fb7-b20c-3508ba82e09a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:19.35.10,45.91,0.91,1010.88,,0.83,8.61
2976,4.52,Lyft,Fenway,Financial District,13.5,1.0,c6bbf962-93c2-482b-9aef-d02c0a264540,lyft,Lyft,2018-11-29:02.32.09,39.22,0.35,998.16,,0.68,10.51
1111,2.72,Uber,West End,Fenway,22.5,1.0,685b6a53-fb0d-4522-b2c4-5296538699f3,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:18.02.07,41.37,0.96,991.49,0.003,0.63,9.48
1902,1.61,Uber,Haymarket Square,Theatre District,15.0,1.0,6dfa7333-ae8c-4965-bd58-fc292278ba88,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:07.33.43,34.89,0.13,991.58,,0.8,6.71
1957,1.15,Lyft,Financial District,North End,5.0,1.0,8dfbd7b2-1c31-40b2-99c6-b36b5fe00856,lyft_line,Shared,2018-11-28:16.02.08,41.22,0.63,991.55,,0.62,9.88
2927,1.14,Lyft,Financial District,North End,7.0,1.0,eb8908db-bdc3-4a59-91df-a049e5075939,lyft,Lyft,2018-11-28:14.02.07,38.4,0.48,991.64,,0.67,11.33
3823,2.29,Lyft,Haymarket Square,Back Bay,7.0,1.0,f1a9af96-fb07-40ff-83ee-73aec9020d1e,lyft_line,Shared,2018-11-29:04.32.07,37.58,0.5,998.76,,0.71,9.93
103,5.37,Lyft,Boston University,Financial District,13.5,1.0,2d46f4c9-4e4a-4707-bd8c-224cbbc83f44,lyft,Lyft,2018-11-29:01.02.08,36.85,0.71,997.12,,0.76,10.0
1959,1.22,Uber,Financial District,North End,,1.0,199a6ddf-89e0-4586-bf31-fb77aeec458b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:16.02.08,41.22,0.63,991.55,,0.62,9.88
1662,2.62,Uber,Boston University,Theatre District,9.5,1.0,3d0d1f19-a163-4075-bca3-acccfb5fe88f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:01.09.23,38.44,0.67,997.23,,0.71,10.12
3371,2.98,Uber,Theatre District,Boston University,33.0,1.0,96347738-0ca2-4d4f-a316-7a76e84452cf,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:01.09.23,38.65,0.68,997.26,,0.71,9.92
1943,2.16,Lyft,Theatre District,Northeastern University,22.5,1.25,de907581-08b7-4e5e-8644-c4306f3048a5,lyft_premier,Lux,2018-11-29:01.02.08,38.57,0.72,997.15,,0.71,9.88
2094,3.04,Uber,West End,Boston University,9.0,1.0,fafa269e-79bf-44f7-a43f-bf821db941d7,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:23.53.40,39.34,0.85,995.99,,0.66,10.35
2814,2.49,Lyft,Northeastern University,Beacon Hill,30.0,1.0,9d1f770c-874d-468d-b62e-73b01474c092,lyft_luxsuv,Lux Black XL,2018-11-29:04.39.58,37.54,0.47,998.84,0.0019,0.72,10.14
1066,1.08,Lyft,Northeastern University,Back Bay,7.0,1.0,5e4ba597-74d0-4f29-a587-747ce90638af,lyft,Lyft,2018-11-28:13.02.07,36.88,0.64,991.57,,0.7,6.47
3070,4.72,Uber,Financial District,Boston University,13.5,1.0,5fe4430f-5fbd-4236-9b95-03bcf1476b13,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:09.50.11,33.78,0.13,991.21,,0.82,5.3
3102,4.72,Uber,Financial District,Boston University,28.0,1.0,7c545601-7659-4baf-92ca-2a4a3fa53761,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:19.02.08,41.12,1.0,991.84,,0.64,9.36
182,2.79,Uber,Beacon Hill,Boston University,,1.0,20a8ee13-caec-47ce-9f21-ba29beac39b3,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-27:01.45.22,44.24,1.0,1004.39,0.552,0.9,13.03
2885,3.04,Uber,West End,Boston University,11.5,1.0,d7872812-fa08-49ae-a78e-6273d4d457cb,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:12.06.22,34.55,0.78,991.18,,0.76,6.52
3606,1.21,Lyft,West End,North End,27.5,1.0,ff1f180f-53e3-4642-ab25-89e7090c1000,lyft_luxsuv,Lux Black XL,2018-11-29:04.32.07,37.55,0.51,998.73,,0.71,10.03
629,1.36,Lyft,South Station,Back Bay,13.5,1.0,f5f30d96-45ac-4285-90e2-b030bdb5877d,lyft_plus,Lyft XL,2018-11-27:01.45.22,44.18,1.0,1004.18,0.6364,0.91,12.39
867,1.45,Lyft,Back Bay,Northeastern University,7.0,1.0,d4bfe347-0e11-4f68-9dcd-44c6f8e4ee58,lyft,Lyft,2018-11-28:00.45.22,38.75,0.04,992.12,,0.73,7.43
2173,2.63,Lyft,Beacon Hill,Boston University,19.5,1.0,038abebe-aa4b-4a82-820c-9ba810d4fd2d,lyft_premier,Lux,2018-11-28:16.02.08,41.05,0.61,991.57,,0.62,9.9
2455,1.66,Lyft,Fenway,Back Bay,34.0,1.75,cdf76514-05a1-4c8b-ad88-f0465007e614,lyft_lux,Lux Black,2018-11-29:01.02.08,38.74,0.71,997.14,,0.7,9.89
3183,2.37,Lyft,Back Bay,Haymarket Square,16.5,1.0,ecf40867-6461-4e00-bade-199e22f3a679,lyft_premier,Lux,2018-11-29:04.09.18,37.64,0.59,998.45,,0.71,9.48
2395,2.2,Uber,Haymarket Square,Back Bay,9.5,1.0,9eec6998-7d32-43e2-a032-6d9f12a2a57a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:05.17.39,38.0,0.45,999.26,,0.7,10.06
387,2.79,Uber,Beacon Hill,Boston University,7.5,1.0,8fefc251-a19f-48ee-96dd-d1e9b5180b06,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:04.39.58,37.59,0.46,998.87,,0.71,9.97
1017,2.4,Lyft,Beacon Hill,Northeastern University,13.5,1.0,f50da661-edfb-4967-96a6-036f317f78da,lyft_plus,Lyft XL,2018-11-28:11.02.07,33.28,0.38,990.65,,0.82,6.48
806,1.5,Uber,Back Bay,Fenway,17.0,1.0,da776fda-f2c8-45ca-a173-dae1cceb6270,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:02.32.08,37.93,0.37,998.28,,0.71,10.88
603,2.29,Uber,North Station,South Station,16.0,1.0,e2309798-707c-49b7-911b-07ff3b1ff4a5,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:08.54.56,34.49,0.52,991.62,,0.8,4.99
2872,2.33,Uber,Boston University,Beacon Hill,15.0,1.0,853a8726-8ba2-429e-8a5d-086787383594,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:16.06.23,41.06,0.63,991.57,,0.62,9.97
2487,1.16,Uber,Theatre District,Haymarket Square,7.5,1.0,66e65819-02b4-4462-98a9-4a549088f1ad,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:02.06.47,38.4,0.51,997.88,,0.7,10.41
1102,2.25,Lyft,Back Bay,South Station,7.0,1.0,8f1ea5a3-7dfe-4461-9622-c7679be36157,lyft_line,Shared,2018-11-29:01.02.08,36.8,0.71,997.12,,0.76,10.01
2958,0.99,Uber,Financial District,Haymarket Square,7.5,1.0,6acb34d6-f4c9-4295-89c1-3c0422db2d7b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:17.06.23,41.38,0.91,991.51,0.002,0.63,9.34
3114,2.8,Lyft,Back Bay,North End,16.5,1.0,0ede929f-8349-4bcb-95d1-ee37cb575aba,lyft_plus,Lyft XL,2018-11-28:13.32.07,37.98,0.55,991.82,,0.69,6.76
2434,2.2,Uber,Haymarket Square,Back Bay,16.0,1.0,a7297883-4ed5-4703-b3d3-b44db505ddcc,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:09.29.09,40.89,1.0,1014.75,,0.93,1.25
589,3.01,Uber,Boston University,North Station,11.0,1.0,66bca1e0-97b4-4885-ba45-9f5d22c66b42,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:17.32.07,41.43,0.86,991.66,,0.64,9.92
406,2.98,Uber,Theatre District,Boston University,,1.0,470acddf-195b-4cd8-b96d-9ac170a087dc,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:14.02.08,38.34,0.48,991.66,,0.67,11.62
1415,2.27,Uber,Boston University,Beacon Hill,8.5,1.0,635d7f87-df47-41c0-8443-5ad10d51daef,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:10.06.24,33.37,0.14,991.2,,0.83,5.65
122,2.62,Uber,Boston University,Theatre District,21.5,1.0,47b5b089-efc9-491a-8e7c-d3144f3a96c6,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:23.53.40,39.23,0.86,995.96,,0.66,10.56
302,0.8,Lyft,Financial District,Haymarket Square,13.5,1.0,978e5a35-60c9-4c8b-8136-0065a948cc4f,lyft_premier,Lux,2018-11-28:14.02.07,38.39,0.48,991.64,,0.67,11.36
1546,2.98,Lyft,Fenway,West End,10.5,1.0,efaf0c49-5b63-4eca-ac05-42b2ec15ab38,lyft,Lyft,2018-11-29:01.02.08,38.61,0.7,997.12,,0.71,9.92
1581,2.17,Uber,South Station,North Station,9.5,1.0,cb7662fc-b528-41ef-87fc-139c99f20959,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27:01.17.22,44.07,0.99,1005.4,0.2946,0.9,11.26
930,2.35,Lyft,Boston University,Beacon Hill,13.5,1.0,34aab581-fc6d-4838-b1bd-c35c4edafb42,lyft_plus,Lyft XL,2018-11-29:01.51.40,38.51,0.58,997.63,0.002,0.7,9.92
269,0.46,Lyft,South Station,Financial District,9.0,1.0,5cc44e90-a4ea-4ae0-8de8-e55d9afe1047,lyft_plus,Lyft XL,2018-11-27:01.45.22,44.32,1.0,1004.2,0.7753,0.9,12.47
2354,2.22,Lyft,Theatre District,Northeastern University,30.0,1.0,6c2469a8-b7e2-493d-aef3-13c15396e413,lyft_luxsuv,Lux Black XL,2018-11-28:12.02.07,34.58,0.83,991.23,,0.76,6.36
3007,1.08,Uber,North End,North Station,17.0,1.0,ac1ac56c-b6bc-4821-b612-202d62a73824,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:20.05.09,45.14,0.98,1010.02,,0.84,8.18
3024,1.32,Lyft,Back Bay,Northeastern University,16.5,1.0,b1194d8a-4131-496f-bbdd-c41bc7822e37,lyft_lux,Lux Black,2018-11-26:06.16.15,40.33,1.0,1014.17,,0.92,1.16
1274,7.46,Uber,Northeastern University,Financial District,17.5,1.0,ef994c25-2777-4614-bf55-f0aa67ec43ce,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:09.32.18,34.17,0.42,991.74,,0.81,5.97
3781,3.07,Lyft,West End,Boston University,11.0,1.0,22582252-c890-4d28-a90d-0731f4725da4,lyft,Lyft,2018-11-28:09.43.15,33.59,0.4,991.98,,0.83,6.67
3501,3.45,Uber,South Station,Back Bay,35.0,1.0,1d710a08-d7d3-45e9-af01-87a4a502661f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-14:10.45.06,27.08,0.22,1034.02,,0.8,3.03
2053,1.44,Uber,Boston University,Back Bay,14.0,1.0,bb810193-7ebf-4fac-ac8e-53b868bd17a4,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:07.34.35,35.0,0.15,991.78,,0.8,6.62
2575,1.33,Lyft,Beacon Hill,Haymarket Square,7.0,1.0,2955fb46-26fd-41d6-89db-f361ec310389,lyft,Lyft,2018-11-28:16.32.08,41.13,0.68,991.6,,0.63,10.38
2869,0.55,Uber,South Station,Theatre District,7.0,1.0,f322d449-101f-4745-a647-3b98385ed4c7,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:16.06.23,41.33,0.63,991.57,,0.62,10.0
1038,2.58,Uber,Beacon Hill,South Station,20.5,1.0,7c811fe9-9285-4fae-9681-db1a9d944ad1,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:07.34.35,35.83,0.15,991.77,,0.77,6.74
1429,2.17,Uber,South Station,North Station,8.5,1.0,eec1fc37-4c8a-4ff6-81fb-7e5b8a628fe8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:00.02.08,39.14,0.82,996.07,,0.67,10.7
951,0.64,Lyft,West End,Haymarket Square,16.5,1.0,45b7ee59-d807-4201-8cf9-ed95e990d097,lyft_lux,Lux Black,2018-11-28:09.32.18,33.38,0.42,991.79,,0.84,5.92
1756,1.03,Uber,North Station,North End,11.0,1.0,e36a7c92-80c5-4694-8f02-71bb08783c26,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:12.06.23,34.69,0.77,991.15,,0.76,6.7
2826,4.42,Uber,Financial District,Fenway,23.0,1.0,b322b7fc-d4d3-4784-b2a7-3de835356cb1,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:00.53.38,38.67,0.76,996.88,,0.7,9.69
2097,2.79,Uber,Beacon Hill,Boston University,,1.0,64301475-2190-4fa6-87fb-c8a0ddfc9e05,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:23.53.40,39.34,0.85,995.99,,0.66,10.35
911,1.56,Uber,Back Bay,Boston University,6.5,1.0,ae7c3b31-1647-4ba3-b2c5-1823a6c7c199,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:09.32.18,33.59,0.42,991.81,,0.83,5.78
1992,1.4,Uber,Haymarket Square,Beacon Hill,9.0,1.0,9c005e71-3343-4624-87bf-f1c2cc2329f9,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:07.34.35,34.83,0.13,991.63,,0.8,6.65
809,2.46,Uber,Beacon Hill,Fenway,22.5,1.0,438929e6-bcf0-4524-bada-c625b4da6fa3,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:02.32.08,37.93,0.37,998.28,,0.71,10.88
1031,3.16,Lyft,Fenway,Theatre District,19.5,1.0,ccd37e2f-98f1-45de-9df9-0e63027f96f7,lyft_plus,Lyft XL,2018-11-28:10.02.08,33.1,0.13,991.18,,0.84,5.59
2498,3.16,Uber,North End,Back Bay,33.0,1.0,a4702eca-e2ba-43f0-ace2-49125badf722,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:22.42.25,44.57,0.97,1007.93,0.0092,0.88,9.6
1478,2.12,Lyft,Back Bay,Boston University,7.0,1.0,4572c92c-8bde-4445-8cb3-79d779c7d294,lyft_line,Shared,2018-11-26:05.17.46,40.59,0.92,1013.76,,0.92,2.86
1395,3.52,Lyft,North Station,Boston University,19.5,1.0,e8077268-07d4-4a89-9518-f004093286a3,lyft_premier,Lux,2018-11-26:22.42.25,44.48,0.97,1007.91,0.0082,0.88,9.47
455,1.64,Uber,Back Bay,Northeastern University,26.0,1.0,7c58ccef-b2f9-415d-b2ae-7e8d942adcc7,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:19.02.08,40.91,1.0,991.84,,0.64,9.43
3812,2.38,Lyft,Boston University,Beacon Hill,22.5,1.0,69c5ae23-5a92-430f-85f7-b531d1226cd2,lyft_lux,Lux Black,2018-11-28:17.02.08,41.32,0.92,991.49,,0.63,9.23
2460,1.12,Lyft,Northeastern University,Back Bay,10.5,1.0,97ad2356-1ab0-46ac-88f6-418451869f50,lyft_premier,Lux,2018-11-29:01.02.08,38.74,0.71,997.14,,0.7,9.89
18,2.33,Uber,North End,Back Bay,30.5,1.0,e79363a5-5c37-41b3-a85e-825ea22d1748,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27:02.15.22,44.32,1.0,1003.12,0.1144,0.9,13.64
2066,2.38,Uber,North Station,South Station,29.5,1.0,1c8896f2-409d-4482-ab1d-6f883e8b8b3d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:06.24.02,43.92,1.0,1014.18,,0.81,1.38
3398,2.84,Uber,Fenway,West End,10.0,1.0,fec94774-f070-4438-8cf1-1e09a9bb1382,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:18.32.09,41.18,0.99,991.7,,0.64,10.26
2653,3.17,Lyft,Fenway,North Station,27.5,1.0,347c42c4-2ab7-4884-b989-9933b4b4e029,lyft_lux,Lux Black,2018-12-14:10.45.08,27.42,0.18,1033.66,,0.78,1.96
1642,3.23,Lyft,North Station,Fenway,38.0,1.0,78f2ef04-d6f9-4621-9bf4-64f50a4a35df,lyft_luxsuv,Lux Black XL,2018-11-28:16.32.08,41.27,0.66,991.63,,0.63,10.42
790,3.15,Uber,Northeastern University,North Station,10.5,1.0,0784b888-31a3-4bd0-b8df-24819a40e10a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:06.49.03,41.11,0.98,1014.35,,0.92,1.81
3536,4.72,Uber,Financial District,Boston University,22.0,1.0,518b367c-ee70-4102-8e54-18f0300c8e59,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:00.49.08,38.85,0.77,996.82,,0.7,9.55
2363,0.55,Uber,South Station,Theatre District,7.5,1.0,7fd475fb-c9d0-48ab-abb4-c93b77f59926,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:09.32.11,33.22,0.42,991.75,,0.84,5.95
2386,2.62,Uber,Boston University,Theatre District,9.5,1.0,fa806643-12f6-4d8a-a814-4db611d5481f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:22.42.25,44.51,0.97,1007.95,0.0092,0.88,9.69
3397,2.84,Uber,Fenway,West End,11.0,1.0,d895e48a-e54a-48fa-af69-aa198dfaf69b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:18.32.09,41.18,0.99,991.7,,0.64,10.26
1083,1.2,Lyft,Theatre District,South Station,10.5,1.0,a189db26-1404-4a94-a853-d4ba52e09272,lyft_plus,Lyft XL,2018-11-27:01.45.22,44.31,1.0,1004.19,0.7505,0.9,12.48
1716,4.72,Uber,Financial District,Boston University,39.5,1.0,c9a3f953-2cc2-424c-a0d9-7e6641715166,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:05.14.00,40.6,0.92,1013.75,,0.92,2.85
2101,2.79,Uber,Beacon Hill,Boston University,9.0,1.0,ef0c6ae5-6692-48b7-81d5-459a9c75eb19,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:23.53.40,39.34,0.85,995.99,,0.66,10.35
864,1.45,Lyft,Back Bay,Northeastern University,13.5,1.0,6beb2571-de66-4a4b-9e64-c79c25e9bd0c,lyft_premier,Lux,2018-11-28:00.45.22,38.75,0.04,992.12,,0.73,7.43
2641,5.56,Uber,Boston University,Financial District,38.5,1.0,d4daa302-9339-43a7-a3cc-b76a6cd7d64e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:14.06.23,38.52,0.48,991.69,,0.67,11.22
2512,0.39,Uber,South Station,Financial District,7.0,1.0,745ffd88-0978-4809-aafe-9da501f03739,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:04.40.55,40.5,0.87,1014.18,,0.94,2.58
2549,1.36,Lyft,Beacon Hill,Haymarket Square,11.0,1.0,ad0ad658-5870-410c-810c-bc6adac7241f,lyft_plus,Lyft XL,2018-11-28:17.32.07,41.38,0.85,991.66,,0.64,9.93
2301,1.79,Lyft,South Station,West End,26.0,1.0,0e530f78-7837-42de-97e2-f89aed569d05,lyft_luxsuv,Lux Black XL,2018-11-28:11.02.07,33.23,0.37,990.64,,0.82,6.52
2161,0.98,Uber,North End,West End,7.0,1.0,e24f507d-4bef-4cd1-b89b-0491aa2f5a80,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:14.02.07,38.41,0.48,991.64,,0.67,11.42
3253,3.21,Lyft,North Station,Northeastern University,27.5,1.75,b961460c-0ed8-46f6-96f5-06e8218fd339,lyft_plus,Lyft XL,2018-11-26:15.35.09,44.37,0.88,1014.19,,0.89,4.86
458,1.64,Uber,Back Bay,Northeastern University,8.5,1.0,ca55b354-d826-415e-96ee-b6b9a006334d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:19.02.08,40.91,1.0,991.84,,0.64,9.43
709,1.3,Uber,Theatre District,South Station,27.5,1.0,cd3bcaab-e23e-45fd-92c9-c1005aed45cf,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:14.02.07,38.45,0.49,991.65,,0.67,11.25
696,4.72,Lyft,Boston University,Theatre District,42.5,1.0,6b0f2bb9-8995-4338-a9fa-955941863a66,lyft_luxsuv,Lux Black XL,2018-11-28:23.02.09,39.88,0.98,995.04,,0.64,10.05
317,2.8,Uber,Boston University,West End,24.0,1.0,cb87cad7-eef2-4780-861d-dba7a011b535,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.53.39,38.44,0.57,997.66,,0.7,10.01
1431,2.36,Lyft,Fenway,Beacon Hill,13.5,1.0,8a2eece7-dd24-4ac1-a800-91e288fb1839,lyft_plus,Lyft XL,2018-11-28:23.02.09,39.95,0.98,995.04,,0.64,9.99
3709,3.08,Uber,Northeastern University,West End,11.0,1.0,7aa6d401-a7e5-44b6-862a-46a3904f1c79,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:05.50.00,40.36,1.0,1014.16,,0.91,0.73
523,1.41,Uber,Theatre District,North End,9.0,1.0,1e76bc84-705a-47ac-9af3-df2802498575,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:01.02.08,38.72,0.7,997.11,,0.7,9.97
1993,1.97,Uber,Northeastern University,Beacon Hill,9.5,1.0,b6d54d12-2931-4601-8ac9-e9f6a1bc173a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:07.34.35,34.83,0.13,991.63,,0.8,6.65
3069,4.72,Uber,Financial District,Boston University,24.0,1.0,367e7e94-c755-44d2-a24a-dd2826a114be,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:09.50.11,33.78,0.13,991.21,,0.82,5.3
628,1.08,Uber,Northeastern University,Back Bay,,1.0,604b8d7e-3250-4a87-8e25-13042c37b143,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-27:01.45.22,44.18,1.0,1004.18,0.6364,0.91,12.39
3446,1.03,Uber,North Station,North End,12.0,1.0,fdf309b1-3094-49e1-9650-a39a56343780,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:00.39.28,38.55,0.75,996.8,,0.69,11.13
2827,4.42,Uber,Financial District,Fenway,30.5,1.0,c1120100-5d41-4188-a679-69f20184c317,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:00.53.38,38.67,0.76,996.88,,0.7,9.69
613,3.53,Uber,Back Bay,South Station,35.0,1.0,8adcae75-f372-42c9-896e-c4f483ecda8b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:01.32.08,36.78,0.65,997.4,,0.77,10.16
484,1.35,Uber,Haymarket Square,Beacon Hill,13.0,1.0,3f3b7f63-9257-4b57-b3e9-a66a4f4753c8,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:22.42.24,44.57,0.97,1007.95,0.0134,0.88,9.61
3560,2.12,Uber,South Station,North Station,10.0,1.0,026cff21-9963-46cd-b941-cbb20af27c77,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:10.05.10,40.79,1.0,1014.75,,0.93,1.87
2496,3.45,Uber,South Station,Back Bay,9.5,1.0,08e86834-b0ae-461a-9f34-d453c2e8f975,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:22.42.25,44.57,0.97,1007.93,0.0092,0.88,9.6
367,1.56,Uber,Back Bay,Boston University,,1.0,1f9a12a1-f4b9-4ce6-80f4-9c42f270535f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:23.49.34,39.38,0.87,995.93,,0.66,10.25
1771,2.79,Uber,Beacon Hill,Boston University,25.0,1.0,206eb198-98ba-4e81-9c53-74e45456209e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:08.21.03,40.9,0.97,1014.44,,0.92,1.36
575,0.99,Lyft,Haymarket Square,Financial District,13.5,1.0,077143bf-35aa-435a-b2a4-9ff2489b5c89,lyft_premier,Lux,2018-11-26:09.29.09,42.06,1.0,1014.75,,0.89,1.1
2548,1.36,Lyft,Beacon Hill,Haymarket Square,13.5,1.0,97b58eb1-f9ca-4830-988e-c955ac281917,lyft_premier,Lux,2018-11-28:17.32.07,41.38,0.85,991.66,,0.64,9.93
962,0.99,Uber,Financial District,Haymarket Square,6.5,1.0,ff42fccd-d69c-4dd1-8e48-a2561da3f63b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.02.08,38.69,0.7,997.11,,0.71,9.95
386,2.98,Uber,Theatre District,Boston University,7.5,1.0,5264da2b-8f18-490a-a4ab-b87e1a00959f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:15.02.08,39.48,0.28,991.75,,0.65,8.35
3648,3.22,Uber,North Station,Northeastern University,,1.0,1491caf6-4db2-4ef5-804a-30442371fa1a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:12.06.23,34.62,0.77,991.18,,0.76,6.61
890,3.05,Uber,Fenway,North Station,11.5,1.0,5c0c8663-25f4-409f-bb0b-83c12f83fdb0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:00.45.22,38.87,0.04,992.09,,0.73,7.52
3727,2.19,Uber,North End,Beacon Hill,11.0,1.0,b2d8ab67-66b2-467c-b5a2-571f38a2cb65,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:19.32.07,40.52,1.0,992.58,,0.66,9.92
