,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,time_ride,date_hour,temp,location,clouds,pressure,rain,humidity,wind,time_weather
432,2.66,Uber,Theatre District,Fenway,9.5,1.0,76ec492d-3505-4c0d-884e-94ad09c314ac,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26 06:29:02.291,2018-11-26:06.29.02,40.33,Fenway,1.0,1014.16,0.0,0.92,1.29,2018-11-26 06:29:02.000
1901,1.61,Uber,Haymarket Square,Theatre District,14.5,1.0,60c5d480-ac00-4a64-9d09-10fe64dcaae8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 07:33:43.257,2018-11-28:07.33.43,34.89,Theatre District,0.13,991.58,0.0,0.8,6.71,2018-11-28 07:33:43.000
1254,1.38,Uber,North End,Beacon Hill,28.0,1.0,e6cdcaf7-efa8-4e85-b1c2-6843f0b74b94,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27 01:45:22.128,2018-11-27:01.45.22,44.27,Beacon Hill,1.0,1004.45,0.693,0.9,13.31,2018-11-27 01:45:22.000
1625,2.84,Uber,Fenway,West End,9.5,1.0,5f0292fd-0313-4e5b-b41e-8ee9a8cf0ddc,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26 15:35:09.514,2018-11-26:15.35.09,44.36,West End,0.89,1014.21,0.0,0.89,4.97,2018-11-26 15:35:09.000
1181,0.56,Lyft,North Station,Haymarket Square,11.0,1.25,ff777d11-d26d-46f7-a5e2-fe608f5ebcc1,lyft_plus,Lyft XL,2018-11-28 13:32:07.481,2018-11-28:13.32.07,37.96,Haymarket Square,0.55,991.82,0.0,0.69,6.72,2018-11-28 13:32:07.000
887,3.01,Uber,Boston University,North Station,37.0,1.0,e372fd45-ed30-48ca-9ee0-2daf226b473b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 00:45:22.291,2018-11-28:00.45.22,38.87,North Station,0.04,992.09,0.0,0.73,7.52,2018-11-28 00:45:22.000
2183,2.3,Lyft,Haymarket Square,Back Bay,11.0,1.0,8e434b2c-dc2c-41fc-994e-fee8c00e95ee,lyft,Lyft,2018-11-26 08:21:02.999,2018-11-26:08.21.02,40.98,Back Bay,0.97,1014.43,0.0,0.92,1.37,2018-11-26 08:21:02.000
163,1.41,Uber,Boston University,Back Bay,7.5,1.0,72c49fe5-89f9-4166-8f61-3b5f132d133c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 10:32:07.963,2018-11-28:10.32.07,32.86,Back Bay,0.16,991.42,0.0,0.85,6.36,2018-11-28 10:32:07.000
3136,1.29,Lyft,Theatre District,Haymarket Square,9.0,1.0,c9001145-5ed0-4288-b649-52a3c0b9f07d,lyft,Lyft,2018-11-28 22:53:38.568,2018-11-28:22.53.38,40.09,Haymarket Square,0.99,994.93,0.0,0.63,9.85,2018-11-28 22:53:38.000
2349,1.0,Uber,Financial District,Haymarket Square,16.0,1.0,afd2d37a-7149-4a71-9fd4-446018076aee,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 20:32:07.894,2018-11-28:20.32.07,40.85,Haymarket Square,1.0,993.18,0.0,0.66,9.8,2018-11-28 20:32:07.000
639,1.79,Uber,Beacon Hill,North End,19.5,1.0,489ac00f-8a61-46d3-9bb1-c56ace4081d7,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 23:02:09.612,2018-11-28:23.02.09,39.98,North End,0.98,995.02,0.0,0.64,10.04,2018-11-28 23:02:09.000
3133,1.83,Uber,Back Bay,Haymarket Square,10.5,1.0,e3722d1c-431c-4101-a1b7-4c949a9c53ad,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 22:53:38.857,2018-11-28:22.53.38,40.09,Haymarket Square,0.99,994.93,0.0,0.63,9.85,2018-11-28 22:53:38.000
3285,1.34,Uber,Fenway,Back Bay,7.0,1.0,bd710640-7dfa-453b-81f3-93291d147f0e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 10:06:24.684,2018-11-28:10.06.24,33.4,Back Bay,0.14,991.21,0.0,0.83,5.65,2018-11-28 10:06:24.000
3563,1.56,Lyft,Haymarket Square,North Station,16.5,1.25,41310bce-1cc1-49bf-bc23-150bdcb908ba,lyft_premier,Lux,2018-11-26 10:05:10.263,2018-11-26:10.05.10,40.79,North Station,1.0,1014.75,0.0,0.93,1.87,2018-11-26 10:05:10.000
1600,2.38,Lyft,Fenway,Beacon Hill,7.0,1.0,161e3433-4d30-442a-b823-4849fbc65474,lyft_line,Shared,2018-11-28 09:32:18.000,2018-11-28:09.32.18,33.49,Beacon Hill,0.42,991.8,0.0,0.84,5.89,2018-11-28 09:32:18.000
1574,1.64,Uber,Back Bay,Northeastern University,26.0,1.0,c2a419ab-e490-42e2-bceb-9328320d73b1,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 17:32:07.714,2018-11-28:17.32.07,41.52,Northeastern University,0.85,991.69,0.0,0.63,9.9,2018-11-28 17:32:07.000
996,0.99,Uber,Financial District,Haymarket Square,15.5,1.0,251ed11e-4ce1-4006-a7d9-4e60ae4d7ef5,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26 21:35:09.390,2018-11-26:21.35.09,44.55,Haymarket Square,0.92,1009.04,0.0,0.86,9.45,2018-11-26 21:35:09.000
2760,0.61,Uber,West End,Haymarket Square,26.0,1.0,f9aad8de-aff5-41d8-8c12-9fcd0faf499b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 12:02:07.975,2018-11-28:12.02.07,34.61,Haymarket Square,0.82,991.2,0.0,0.75,6.38,2018-11-28 12:02:07.000
1630,3.41,Uber,North Station,Boston University,37.0,1.0,176f5ede-267d-4361-8e76-95e9460e918c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29 08:53:00.577,2018-11-29:08.53.00,37.7,Boston University,0.63,1001.84,0.0,0.69,9.95,2018-11-29 08:53:00.000
3368,2.83,Lyft,West End,Northeastern University,34.0,1.0,ed0c2015-457f-4d4c-aade-8904fe1665f8,lyft_luxsuv,Lux Black XL,2018-11-28 11:32:07.830,2018-11-28:11.32.07,33.1,Northeastern University,0.42,991.0,0.0,0.83,6.67,2018-11-28 11:32:07.000
2236,2.74,Uber,West End,South Station,8.5,1.0,19348ef5-d203-466e-84d0-7bc2cfca275a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 23:02:09.272,2018-11-28:23.02.09,40.49,South Station,0.99,995.03,0.0,0.62,10.1,2018-11-28 23:02:09.000
201,2.94,Lyft,Fenway,West End,27.5,1.0,dbc09235-1088-4402-be5d-5aa90ac0e838,lyft_lux,Lux Black,2018-11-29 00:53:38.658,2018-11-29:00.53.38,38.72,West End,0.73,996.98,0.0,0.7,9.75,2018-11-29 00:53:38.000
1449,1.35,Uber,North End,Beacon Hill,11.0,1.0,30b8141e-b790-4260-97d2-416db1b6c185,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 04:32:07.395,2018-11-29:04.32.07,37.57,Beacon Hill,0.5,998.74,0.0,0.71,9.96,2018-11-29 04:32:07.000
3303,4.74,Uber,Financial District,Boston University,9.0,1.0,11d49f9b-6094-4efc-9580-30b95d649aac,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 01:32:07.955,2018-11-29:01.32.07,38.5,Boston University,0.65,997.45,0.0,0.72,9.97,2018-11-29 01:32:07.000
2326,1.68,Uber,South Station,Back Bay,9.0,1.0,eb36d8fd-77d5-428d-83b6-e76f70714e40,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 00:37:34.114,2018-11-29:00.37.34,38.62,Back Bay,0.76,996.8,0.0,0.69,10.96,2018-11-29 00:37:34.000
1674,0.56,Uber,Haymarket Square,North Station,9.5,1.0,e02531da-4391-4dd5-bd71-5bb46d559881,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 02:07:18.360,2018-11-29:02.07.18,38.35,North Station,0.5,997.89,0.002,0.7,10.38,2018-11-29 02:07:18.000
1375,4.72,Uber,Financial District,Boston University,21.5,1.0,c7ef0001-9e65-4b33-9c7f-fd5482e03cad,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26 06:29:02.120,2018-11-26:06.29.02,40.45,Boston University,1.0,1014.16,0.0,0.92,1.27,2018-11-26 06:29:02.000
2011,1.01,Lyft,North Station,North End,13.5,1.0,62b7ec8b-c7c4-454c-a64a-09bbb2824dec,lyft_premier,Lux,2018-11-26 22:42:25.114,2018-11-26:22.42.25,44.65,North End,0.97,1007.98,0.0195,0.87,9.67,2018-11-26 22:42:25.000
2452,6.26,Uber,South Station,Back Bay,45.0,1.0,8511c489-5786-4b47-9d87-fe400f81874d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 12:32:07.900,2018-11-28:12.32.07,36.05,Back Bay,0.73,991.32,0.0,0.72,7.65,2018-11-28 12:32:07.000
732,1.28,Uber,Theatre District,South Station,13.0,1.0,402ba38f-7b92-40f5-bc8e-5320176a56cc,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 02:32:08.405,2018-11-29:02.32.08,39.21,South Station,0.37,998.29,0.0,0.68,10.85,2018-11-29 02:32:08.000
1432,2.29,Lyft,Boston University,Beacon Hill,32.5,1.0,a00c933e-e0ff-42b7-bd74-44fb4405587b,lyft_luxsuv,Lux Black XL,2018-11-28 23:02:09.605,2018-11-28:23.02.09,39.95,Beacon Hill,0.98,995.04,0.0,0.64,9.99,2018-11-28 23:02:09.000
304,1.27,Lyft,Theatre District,Haymarket Square,13.5,1.0,62b6b7b4-e379-40d0-9fcd-489b52b02c59,lyft_premier,Lux,2018-11-28 14:02:07.440,2018-11-28:14.02.07,38.39,Haymarket Square,0.48,991.64,0.0,0.67,11.36,2018-11-28 14:02:07.000
2237,2.74,Uber,West End,South Station,21.5,1.0,30a2068b-dde0-4ae7-85bb-43ea5a1e3867,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 23:02:09.272,2018-11-28:23.02.09,40.49,South Station,0.99,995.03,0.0,0.62,10.1,2018-11-28 23:02:09.000
243,2.27,Uber,Boston University,Beacon Hill,25.0,1.0,edc7cdf1-028d-455a-a2a9-a0e5fcaf2b2f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 20:32:07.794,2018-11-28:20.32.07,40.98,Beacon Hill,1.0,993.29,0.0,0.65,9.83,2018-11-28 20:32:07.000
3425,3.15,Uber,Northeastern University,West End,10.5,1.0,61bc531d-b5f3-4f2b-b57e-a8ebd4656b15,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 18:06:22.718,2018-11-28:18.06.22,41.24,West End,0.94,991.41,0.0,0.63,9.73,2018-11-28 18:06:22.000
2858,3.45,Uber,South Station,Back Bay,10.0,1.0,ab53da61-7df8-4d05-8f4b-eb510403472c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 01:09:23.542,2018-11-29:01.09.23,38.64,Back Bay,0.67,997.24,0.0,0.71,10.04,2018-11-29 01:09:23.000
2632,1.03,Lyft,North End,Financial District,10.5,1.0,d498ac35-98a2-415d-8790-c143ed17fe93,lyft_premier,Lux,2018-11-26 08:21:03.837,2018-11-26:08.21.03,42.0,Financial District,0.97,1014.42,0.0,0.89,1.39,2018-11-26 08:21:03.000
3592,3.15,Lyft,Boston University,North Station,16.5,1.0,5f3127a8-cec5-46f3-ba8b-fd1abe3d97e2,lyft_plus,Lyft XL,2018-11-26 05:29:18.988,2018-11-26:05.29.18,40.34,North Station,0.92,1013.8,0.0,0.93,2.66,2018-11-26 05:29:18.000
2654,3.17,Lyft,Fenway,North Station,19.5,1.0,4271fa39-f00f-453c-96de-983e931fe605,lyft_premier,Lux,2018-12-14 10:45:08.837,2018-12-14:10.45.08,27.42,North Station,0.18,1033.66,0.0,0.78,1.96,2018-12-14 10:45:08.000
2568,1.55,Lyft,Back Bay,Northeastern University,7.0,1.0,d8159336-2084-46da-97a1-7d4ba0d5adf5,lyft_line,Shared,2018-11-29 02:32:08.328,2018-11-29:02.32.08,37.79,Northeastern University,0.37,998.33,0.0,0.72,10.63,2018-11-29 02:32:08.000
3251,3.21,Lyft,North Station,Northeastern University,16.5,1.75,2321ae75-8f2e-47d4-b564-60661742c4db,lyft,Lyft,2018-11-26 15:35:09.372,2018-11-26:15.35.09,44.37,Northeastern University,0.88,1014.19,0.0,0.89,4.86,2018-11-26 15:35:09.000
1189,3.08,Lyft,West End,Boston University,27.5,1.0,a33297b4-f62f-4935-86ec-67206a069ec2,lyft_lux,Lux Black,2018-11-28 07:31:37.683,2018-11-28:07.31.37,35.0,Boston University,0.16,991.78,0.0,0.8,6.44,2018-11-28 07:31:37.000
898,0.72,Uber,Haymarket Square,West End,8.5,1.0,9fae7554-b499-4a6b-9cd7-6b8ae467b4ef,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 02:09:19.610,2018-11-29:02.09.19,38.27,West End,0.49,997.92,0.002,0.7,10.4,2018-11-29 02:09:19.000
155,0.42,Lyft,North Station,Haymarket Square,5.0,1.0,e21bcc64-d998-4582-aa81-89e324ef4cd8,lyft_line,Shared,2018-11-26 06:49:45.321,2018-11-26:06.49.45,41.13,Haymarket Square,0.98,1014.35,0.0,0.92,1.82,2018-11-26 06:49:45.000
2950,3.23,Lyft,North Station,Fenway,22.5,1.25,aeab8f06-6b2d-4575-9510-62519ebb342b,lyft_plus,Lyft XL,2018-11-29 00:02:07.989,2018-11-29:00.02.07,39.1,Fenway,0.83,996.11,0.0,0.67,10.59,2018-11-29 00:02:07.000
3609,3.17,Uber,North End,Back Bay,10.0,1.0,6012faad-8797-4ff4-b392-8a587619bad8,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 00:02:07.919,2018-11-29:00.02.07,39.23,Back Bay,0.83,996.09,0.0,0.66,10.67,2018-11-29 00:02:07.000
1586,1.56,Lyft,South Station,North Station,5.0,1.0,58a8d8e4-dc9f-483c-906a-a6ae339b7582,lyft_line,Shared,2018-11-27 01:17:22.976,2018-11-27:01.17.22,44.07,North Station,0.99,1005.4,0.2946,0.9,11.26,2018-11-27 01:17:22.000
2432,3.45,Uber,South Station,Back Bay,10.0,1.0,54266a0e-5334-4690-809d-37a73aee0632,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26 09:29:09.819,2018-11-26:09.29.09,40.89,Back Bay,1.0,1014.75,0.0,0.93,1.25,2018-11-26 09:29:09.000
1572,2.78,Lyft,West End,Northeastern University,22.5,1.0,af7b0012-c7ad-499c-9a7b-df9bc197bee4,lyft_premier,Lux,2018-11-28 17:32:07.342,2018-11-28:17.32.07,41.52,Northeastern University,0.85,991.69,0.0,0.63,9.9,2018-11-28 17:32:07.000
2244,0.52,Lyft,South Station,Financial District,9.0,1.0,5b353729-714d-4d1d-859c-bb78b7cdb952,lyft_plus,Lyft XL,2018-11-26 04:41:37.193,2018-11-26:04.41.37,40.49,Financial District,0.87,1014.18,0.0,0.94,2.6,2018-11-26 04:41:37.000
2968,4.51,Lyft,Financial District,Boston University,42.5,1.0,71bc5029-d876-4ed7-ada9-c50267e44f78,lyft_luxsuv,Lux Black XL,2018-11-28 07:34:35.403,2018-11-28:07.34.35,34.99,Boston University,0.16,991.78,0.0,0.8,6.5,2018-11-28 07:34:35.000
2857,3.45,Uber,South Station,Back Bay,31.5,1.0,80bc5aff-162a-43e0-a1ad-e6ff214cf787,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29 01:09:23.542,2018-11-29:01.09.23,38.64,Back Bay,0.67,997.24,0.0,0.71,10.04,2018-11-29 01:09:23.000
3699,1.94,Uber,Theatre District,Northeastern University,9.5,1.0,b16737aa-fb28-40dc-a6bf-c08420ff57b2,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 00:51:44.856,2018-11-29:00.51.44,38.66,Northeastern University,0.76,996.85,0.0,0.7,9.72,2018-11-29 00:51:44.000
1559,0.39,Uber,South Station,Financial District,26.0,1.0,904e9a32-62aa-4e78-a9b1-5b910586e400,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 14:02:07.935,2018-11-28:14.02.07,38.42,Financial District,0.49,991.65,0.0,0.67,11.27,2018-11-28 14:02:07.000
2588,4.56,Lyft,Fenway,Financial District,38.5,1.0,e05b6ddc-0a41-4e65-b7af-8da7cabee577,lyft_luxsuv,Lux Black XL,2018-11-26 15:05:09.824,2018-11-26:15.05.09,43.23,Financial District,0.97,1014.51,0.0,0.91,3.52,2018-11-26 15:05:09.000
3543,1.83,Uber,Back Bay,Haymarket Square,9.5,1.0,30561bd6-d7e5-40fb-b2d9-16335428af88,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 18:06:23.560,2018-11-28:18.06.23,41.29,Haymarket Square,0.94,991.4,0.0,0.63,9.74,2018-11-28 18:06:23.000
3418,0.98,Uber,North End,West End,7.0,1.0,a4563dd7-76db-4fe5-b69f-eff2acfc9dd0,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 01:59:52.610,2018-11-29:01.59.52,38.42,West End,0.55,997.77,0.0,0.7,10.25,2018-11-29 01:59:52.000
1361,2.3,Lyft,Back Bay,Haymarket Square,5.0,1.0,4c569107-03cd-47a1-af71-10a0e5dace20,lyft_line,Shared,2018-11-28 14:32:08.056,2018-11-28:14.32.08,38.94,Haymarket Square,0.44,991.93,0.0,0.67,11.17,2018-11-28 14:32:08.000
2870,2.33,Uber,Boston University,Beacon Hill,9.5,1.0,2f59f24c-d703-4aba-a48d-bf8e94356624,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 16:06:23.306,2018-11-28:16.06.23,41.06,Beacon Hill,0.63,991.57,0.0,0.62,9.97,2018-11-28 16:06:23.000
3740,3.79,Uber,Financial District,Northeastern University,25.0,1.0,3a1c2f90-395f-4dfe-a57d-04071e53a9d5,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 15:02:08.332,2018-11-28:15.02.08,39.61,Northeastern University,0.28,991.76,0.0,0.65,8.17,2018-11-28 15:02:08.000
2920,1.03,Uber,North End,West End,27.0,1.0,6c925296-a3b5-456e-a1db-de4bacc3f4f4,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 11:32:07.814,2018-11-28:11.32.07,33.07,West End,0.35,991.05,0.0,0.82,6.53,2018-11-28 11:32:07.000
2395,2.2,Uber,Haymarket Square,Back Bay,9.5,1.0,9eec6998-7d32-43e2-a032-6d9f12a2a57a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 05:17:39.630,2018-11-29:05.17.39,38.0,Back Bay,0.45,999.26,0.0,0.7,10.06,2018-11-29 05:17:39.000
3358,3.25,Lyft,North Station,Fenway,26.0,1.0,70dbffa7-e55d-44e7-b0d6-a6c9aa8aef31,lyft_lux,Lux Black,2018-11-28 17:32:07.569,2018-11-28:17.32.07,41.48,Fenway,0.85,991.69,0.0,0.63,9.88,2018-11-28 17:32:07.000
3328,1.82,Uber,Back Bay,Fenway,26.0,1.0,e50027e7-d202-41ff-9c8a-9625ad13a18c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 20:32:07.951,2018-11-28:20.32.07,40.81,Fenway,1.0,993.33,0.0,0.65,9.75,2018-11-28 20:32:07.000
2936,3.09,Uber,North Station,Fenway,11.0,1.0,31d265fd-1c28-4b2a-ace0-c0b3a756a5a0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 00:37:34.917,2018-11-29:00.37.34,38.39,Fenway,0.76,996.83,0.0,0.69,10.85,2018-11-29 00:37:34.000
2125,1.23,Uber,North End,West End,6.5,1.0,54fe3c4d-4c48-41af-829d-80983e432bca,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 23:02:09.436,2018-11-28:23.02.09,39.85,West End,0.98,995.03,0.0,0.64,9.99,2018-11-28 23:02:09.000
2441,2.99,Uber,Northeastern University,Financial District,13.0,1.0,262e3d5f-9302-43a6-9dea-525fc9ae1f97,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 01:27:05.662,2018-11-29:01.27.05,36.74,Financial District,0.58,997.47,0.0,0.76,10.52,2018-11-29 01:27:05.000
2108,3.09,Lyft,Northeastern University,West End,27.5,1.0,ead7aa99-ec8a-4774-be9e-6f21bf02f130,lyft_lux,Lux Black,2018-11-26 09:29:09.417,2018-11-26:09.29.09,40.78,West End,1.0,1014.75,0.0,0.94,1.24,2018-11-26 09:29:09.000
137,1.02,Lyft,North End,Financial District,10.5,1.0,3cd5454d-8257-4282-8dc6-df301123575b,lyft_premier,Lux,2018-11-28 17:02:08.126,2018-11-28:17.02.08,41.41,Financial District,0.92,991.49,0.0,0.63,9.25,2018-11-28 17:02:08.000
265,0.92,Uber,North Station,North End,11.5,1.0,ec6d3da4-ec76-4ce3-b555-26851a54456e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26 21:05:10.099,2018-11-26:21.05.10,44.86,North End,1.0,1009.12,0.0,0.84,9.32,2018-11-26 21:05:10.000
2800,2.56,Uber,Northeastern University,West End,9.5,1.0,1ee1c32f-ef98-4abe-b8ca-67606f9bbad0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 00:39:28.591,2018-11-29:00.39.28,38.39,West End,0.75,996.81,0.0,0.69,11.06,2018-11-29 00:39:28.000
2219,1.37,Lyft,Haymarket Square,Beacon Hill,13.5,1.0,25ecdcd1-cef2-4acd-9d71-0ace03baa7d8,lyft_plus,Lyft XL,2018-11-29 00:51:44.947,2018-11-29:00.51.44,38.77,Beacon Hill,0.75,996.83,0.0,0.7,9.74,2018-11-29 00:51:44.000
3860,1.18,Lyft,Haymarket Square,Financial District,10.5,1.0,906eeba2-d494-4fba-9f82-aad1b9f820bd,lyft_plus,Lyft XL,2018-11-26 06:29:03.704,2018-11-26:06.29.03,43.97,Financial District,1.0,1014.18,0.0,0.81,1.45,2018-11-26 06:29:03.000
1490,2.38,Uber,North Station,South Station,20.5,1.0,1fc7def3-c7c6-42e4-92cb-8c1a1d476385,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 04:39:58.812,2018-11-29:04.39.58,38.06,South Station,0.48,998.83,0.0,0.7,10.23,2018-11-29 04:39:58.000
2828,2.51,Uber,Theatre District,Boston University,11.5,1.0,cf1dbe0f-e92d-4084-9dce-05944b5e8af2,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 10:02:08.314,2018-11-28:10.02.08,33.6,Boston University,0.14,991.19,0.0,0.82,5.47,2018-11-28 10:02:08.000
2161,0.98,Uber,North End,West End,7.0,1.0,e24f507d-4bef-4cd1-b89b-0491aa2f5a80,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 14:02:07.892,2018-11-28:14.02.07,38.41,West End,0.48,991.64,0.0,0.67,11.42,2018-11-28 14:02:07.000
637,1.52,Lyft,Theatre District,North End,30.0,1.0,4e6ba044-604c-429f-be52-68b34a13a985,lyft_luxsuv,Lux Black XL,2018-11-28 23:02:09.712,2018-11-28:23.02.09,39.98,North End,0.98,995.02,0.0,0.64,10.04,2018-11-28 23:02:09.000
2606,1.5,Uber,Back Bay,Fenway,7.5,1.0,f7e044b4-b99d-479c-b8a1-f5fc7a2b0c34,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 22:32:09.133,2018-11-28:22.32.09,39.86,Fenway,0.8,994.7,0.0,0.66,9.94,2018-11-28 22:32:09.000
1839,3.22,Uber,North Station,Northeastern University,9.5,1.0,c467d28e-c0a7-4a2b-b0d0-e8e1fda8dc0b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 06:41:41.976,2018-11-29:06.41.41,37.31,Northeastern University,0.62,1000.63,0.0,0.72,10.48,2018-11-29 06:41:41.000
2629,2.84,Lyft,West End,Fenway,19.5,1.0,1eb9ce60-4fb2-4a22-8814-4ab1cb3738c1,lyft_premier,Lux,2018-12-16 19:45:07.623,2018-12-16:19.45.07,42.7,Fenway,1.0,1015.03,0.0,0.76,9.91,2018-12-16 19:45:07.000
2994,4.74,Lyft,Boston University,Theatre District,27.5,1.0,f3a6174f-0c43-4312-b077-6db496170544,lyft_premier,Lux,2018-11-26 05:36:26.258,2018-11-26:05.36.26,40.5,Theatre District,0.89,1013.83,0.0,0.93,1.85,2018-11-26 05:36:26.000
2910,1.41,Uber,Theatre District,North End,15.0,1.0,1ab37807-efea-4c01-9ccc-ed8050bb6996,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 11:32:07.563,2018-11-28:11.32.07,33.13,North End,0.35,991.04,0.0,0.82,6.58,2018-11-28 11:32:07.000
711,0.62,Uber,West End,Haymarket Square,16.0,1.0,6baaa196-be7e-4c0e-b857-148b4c9a9d14,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 21:32:07.844,2018-11-28:21.32.07,40.57,Haymarket Square,0.83,994.01,0.0,0.65,9.59,2018-11-28 21:32:07.000
3599,1.86,Lyft,West End,South Station,16.5,1.0,81838bae-e594-47a4-84e0-0b5377383a04,lyft_premier,Lux,2018-11-28 13:02:07.840,2018-11-28:13.02.07,36.98,South Station,0.64,991.56,0.0,0.7,6.67,2018-11-28 13:02:07.000
2609,1.45,Lyft,Boston University,Back Bay,7.0,1.0,312ef498-9e0e-4971-b136-079b797e629c,lyft,Lyft,2018-11-28 15:02:08.825,2018-11-28:15.02.08,39.52,Back Bay,0.27,991.75,0.0,0.65,8.19,2018-11-28 15:02:08.000
3144,3.31,Lyft,Northeastern University,North Station,7.0,1.0,c2c396f1-1731-4256-91f5-9ec711343cb0,lyft_line,Shared,2018-11-29 06:41:41.158,2018-11-29:06.41.41,37.5,North Station,0.61,1000.6,0.0,0.71,10.55,2018-11-29 06:41:41.000
1983,3.05,Uber,Fenway,North Station,34.0,1.0,4f335d17-d98e-42f6-9c16-8858a5a56a70,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 09:32:18.454,2018-11-28:09.32.18,33.33,North Station,0.42,991.79,0.0,0.84,5.9,2018-11-28 09:32:18.000
28,4.55,Uber,Financial District,Northeastern University,32.5,1.0,3fa0d497-348b-4225-a4f3-b2c3b3540e87,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 21:32:07.697,2018-11-28:21.32.07,40.23,Northeastern University,0.86,994.12,0.0,0.66,9.53,2018-11-28 21:32:07.000
2825,4.42,Uber,Financial District,Fenway,14.0,1.0,a402e2a6-ccdd-466a-8e30-fb79a04f9f3d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 00:53:38.617,2018-11-29:00.53.38,38.67,Fenway,0.76,996.88,0.0,0.7,9.69,2018-11-29 00:53:38.000
631,0.66,Lyft,West End,Haymarket Square,5.0,1.0,f1ccebae-fe90-4fa7-880c-31b74685f530,lyft_line,Shared,2018-11-26 07:46:10.891,2018-11-26:07.46.10,41.08,Haymarket Square,0.98,1014.25,0.0,0.91,1.48,2018-11-26 07:46:10.000
