,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,date_hour,temp,clouds,pressure,rain,humidity,wind,hour,date,day,product,product_Accessible,product_Basic,product_Lux,product_SUV,product_Sedan,product_Shared,product_XL
2480,2.56,Lyft,Back Bay,South Station,22.5,1.0,d385f9b8-f4d0-4b28-be2e-60af907ae2c1,lyft_premier,Lux,2018-12-02:19.53.04,50.65,1.0,1004.05,,0.92,2.47,19,2018-12-02,Sunday,Lux,0,0,1,0,0,0,0
1416,2.48,Uber,South Station,Beacon Hill,9.5,1.0,26a60428-0185-411c-aa07-804dfee8b35b,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:10.06.24,33.37,0.14,991.2,,0.83,5.65,10,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
2564,1.55,Lyft,Back Bay,Northeastern University,11.0,1.5,29a7efeb-146d-442d-bc99-7efec50081f1,lyft,Lyft,2018-11-29:02.32.08,37.79,0.37,998.33,,0.72,10.63,2,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
3102,4.72,Uber,Financial District,Boston University,28.0,1.0,7c545601-7659-4baf-92ca-2a4a3fa53761,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:19.02.08,41.12,1.0,991.84,,0.64,9.36,19,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2923,1.14,Lyft,Financial District,North End,26.0,1.0,6e2806a4-1c77-46b8-a479-518e55fc370b,lyft_luxsuv,Lux Black XL,2018-11-28:14.02.07,38.4,0.48,991.64,,0.67,11.33,14,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
493,2.8,Lyft,West End,Fenway,38.5,1.0,a8bb5ddb-dd0d-4e70-b4ab-faff074d677b,lyft_luxsuv,Lux Black XL,2018-11-28:22.02.08,40.62,0.83,994.1,,0.63,9.21,22,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
3200,1.9,Lyft,West End,South Station,27.5,1.0,dcdae031-ce95-40ad-8e82-27f9537451cb,lyft_luxsuv,Lux Black XL,2018-11-29:00.37.34,38.02,0.77,996.78,,0.71,11.13,0,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
2918,3.04,Lyft,Northeastern University,West End,27.5,1.0,981ee3b5-6f66-4d5b-8dbd-91eaaa7fb45e,lyft_lux,Lux Black,2018-11-28:11.32.07,33.07,0.35,991.05,,0.82,6.53,11,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2680,1.64,Uber,Back Bay,Northeastern University,26.5,1.0,ebbdc0f9-07be-4f54-869a-1333568541eb,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:10.32.07,32.62,0.16,991.43,,0.86,6.36,10,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2214,2.62,Uber,Boston University,Theatre District,,1.0,5b5352c9-5ccc-406b-9592-dfe10179f26e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:00.37.34,38.38,0.77,996.79,,0.69,11.07,0,2018-11-29,Thursday,,0,0,0,0,0,0,0
3619,1.08,Uber,North End,North Station,15.0,1.0,b248fd83-e752-450a-8ff3-43b590ed35db,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:00.51.44,38.74,0.75,996.82,,0.7,9.75,0,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
832,0.63,Lyft,West End,Haymarket Square,11.0,1.0,4592ae23-9233-43e6-bde2-38578fdb4229,lyft_premier,Lux,2018-11-29:02.32.08,38.05,0.37,998.28,,0.71,10.79,2,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
2460,1.12,Lyft,Northeastern University,Back Bay,10.5,1.0,97ad2356-1ab0-46ac-88f6-418451869f50,lyft_premier,Lux,2018-11-29:01.02.08,38.74,0.71,997.14,,0.7,9.89,1,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
2080,1.58,Uber,North Station,South Station,6.5,1.0,1e312846-e023-450b-9135-4545faa56b86,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:09.32.18,34.13,0.42,991.75,,0.81,5.98,9,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1970,3.3,Uber,Northeastern University,Financial District,10.5,1.0,635f8e14-6da3-40b9-9e1d-bd7d99a689fd,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:05.17.46,40.6,0.93,1013.77,,0.92,3.13,5,2018-11-26,Monday,Accessible,1,0,0,0,0,0,0
3681,1.16,Uber,West End,North End,27.0,1.0,df5ef599-ef7e-4fc8-b952-299055b4c183,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:15.05.09,43.36,0.97,1014.51,,0.9,3.51,15,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
2330,2.58,Uber,Beacon Hill,South Station,9.5,1.0,07e3546e-0ce3-4a13-9563-8daced003b1e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:10.32.07,33.55,0.17,991.34,,0.83,6.45,10,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2712,3.3,Lyft,North Station,Northeastern University,26.0,1.0,829a298a-1a7f-4357-bb41-927b87b9c023,lyft_lux,Lux Black,2018-11-28:23.02.09,39.88,0.98,995.06,,0.64,9.97,23,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
3594,3.37,Uber,Northeastern University,North Station,,1.0,1c52e3a2-8ce2-4dcc-9281-f385cc099e2f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-12-01:15.53.05,39.94,0.11,1022.78,,0.61,3.36,15,2018-12-01,Saturday,,0,0,0,0,0,0,0
195,1.47,Uber,South Station,Beacon Hill,,1.0,b2776f11-bf20-415d-9713-1bb241bee708,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:16.02.07,41.07,0.62,991.56,,0.62,9.9,16,2018-11-28,Wednesday,,0,0,0,0,0,0,0
312,0.72,Uber,Haymarket Square,West End,,1.0,742f4c82-032f-4df3-bf0e-582472b60924,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:01.53.39,38.44,0.57,997.66,,0.7,10.01,1,2018-11-29,Thursday,,0,0,0,0,0,0,0
3111,1.2,Lyft,West End,North End,7.0,1.0,46acb6df-fb05-4954-ae8b-81a7d89901ab,lyft,Lyft,2018-11-28:13.32.07,37.98,0.55,991.82,,0.69,6.76,13,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
1832,1.22,Uber,Northeastern University,Back Bay,26.5,1.0,3d4efca2-dd05-4b91-bd1b-60a5c10157a9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:11.02.07,33.02,0.38,990.65,,0.83,6.49,11,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
3416,2.8,Uber,Boston University,West End,23.0,1.0,55707ceb-8a37-4471-8055-69985f79f7dd,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:06.14.17,40.4,1.0,1014.19,,0.92,1.21,6,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
301,2.39,Lyft,Back Bay,Haymarket Square,9.0,1.0,cd240b5a-ca88-45e3-91c9-ee5df81b3887,lyft,Lyft,2018-11-28:14.02.07,38.39,0.48,991.64,,0.67,11.36,14,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
1037,1.44,Uber,Boston University,Back Bay,8.5,1.0,cab52bac-3c8e-4518-a1bc-17e9bce6d399,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:04.41.38,40.63,0.86,1014.17,,0.93,2.59,4,2018-11-26,Monday,Accessible,1,0,0,0,0,0,0
3729,0.72,Uber,Haymarket Square,West End,,1.0,11e6c960-de37-4a8e-9b00-6b24746a308b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:23.45.57,39.33,0.87,995.85,,0.66,10.3,23,2018-11-28,Wednesday,,0,0,0,0,0,0,0
3669,2.52,Lyft,Northeastern University,Beacon Hill,13.5,1.0,2584a536-c5c2-437a-8566-2de0745945f1,lyft_plus,Lyft XL,2018-11-28:09.48.16,33.69,0.12,991.21,,0.82,5.36,9,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3533,3.04,Uber,West End,Boston University,32.0,1.0,9818c6a9-5da3-4f1b-9331-b138d03a51e5,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:22.53.38,40.11,0.98,994.96,,0.63,9.69,22,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2859,3.45,Uber,South Station,Back Bay,10.5,1.0,b0ac4459-3c19-4743-a26a-0833b851a1a7,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:01.09.23,38.64,0.67,997.24,,0.71,10.04,1,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
2685,0.7,Lyft,Haymarket Square,North Station,13.5,1.0,23c7a270-7a4f-47f8-bdb0-add1bbb6ab4f,lyft_premier,Lux,2018-11-28:15.02.08,39.59,0.26,991.73,,0.65,8.16,15,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
1549,1.07,Lyft,North End,West End,13.5,1.0,2bf060f5-bf04-465b-b1ce-c5bc785dbc3a,lyft_premier,Lux,2018-11-29:01.02.08,38.61,0.7,997.12,,0.71,9.92,1,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
2545,1.05,Lyft,Financial District,Haymarket Square,7.0,1.0,e41bc7f3-60b9-4ba3-9bc2-841e01bd07a2,lyft,Lyft,2018-11-28:17.32.07,41.38,0.85,991.66,,0.64,9.93,17,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2324,3.18,Lyft,Fenway,North Station,10.5,1.0,2d0c8165-56fa-4593-81c6-e7b0033dd409,lyft,Lyft,2018-11-26:11.05.10,40.24,0.97,1015.28,,0.93,2.41,11,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
66,3.12,Lyft,Fenway,Theatre District,38.0,1.0,a69b0b32-79dd-4ede-ae1c-ef41ee72b866,lyft_luxsuv,Lux Black XL,2018-11-27:00.58.49,43.95,0.98,1005.98,0.1884,0.9,9.95,0,2018-11-27,Tuesday,SUV,0,0,0,1,0,0,0
3329,1.82,Uber,Back Bay,Fenway,9.5,1.0,e7f0ed32-6a1b-4bb5-9992-8bf86f3d2bbd,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:20.32.07,40.81,1.0,993.33,,0.65,9.75,20,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
2610,1.45,Lyft,Boston University,Back Bay,13.5,1.0,61aa17d6-7836-41ad-ad91-64f74932a1c3,lyft_plus,Lyft XL,2018-11-28:15.02.08,39.52,0.27,991.75,,0.65,8.19,15,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
1889,1.35,Uber,Haymarket Square,Beacon Hill,8.5,1.0,2a66a216-7e8d-4cf3-86cd-2197b8434a28,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:00.02.07,39.18,0.83,996.08,,0.67,10.69,0,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
243,2.27,Uber,Boston University,Beacon Hill,25.0,1.0,edc7cdf1-028d-455a-a2a9-a0e5fcaf2b2f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:20.32.07,40.98,1.0,993.29,,0.65,9.83,20,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1412,2.84,Uber,Fenway,West End,24.0,1.0,6590617e-08e1-47a5-8443-39705ed59958,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:09.43.15,33.15,0.4,991.95,,0.85,6.78,9,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
1969,0.92,Uber,Haymarket Square,Financial District,7.5,1.0,ad5c2128-b2d7-47df-8d19-983fd35c9830,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:05.17.46,40.6,0.93,1013.77,,0.92,3.13,5,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
2707,2.86,Uber,West End,Northeastern University,9.0,1.0,cd7fe2c4-6a4e-4746-ae23-4bc5022ac9fc,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:23.02.09,39.88,0.98,995.06,,0.64,9.97,23,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
1291,2.79,Uber,Beacon Hill,Boston University,19.5,1.0,ec229067-4391-4731-a0e9-43b26ad760e3,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:04.32.07,37.62,0.49,998.77,,0.71,9.81,4,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
551,3.27,Lyft,North Station,Northeastern University,19.5,1.0,c7c04811-143f-4173-a053-5c12f404b244,lyft_plus,Lyft XL,2018-11-26:04.55.44,40.56,0.94,1013.75,,0.92,2.88,4,2018-11-26,Monday,XL,0,0,0,0,0,0,1
804,4.45,Lyft,Financial District,Fenway,13.5,1.0,b12c1d79-91c3-4c9a-aa4d-708cad04735d,lyft,Lyft,2018-11-28:23.02.09,39.85,0.98,995.06,,0.64,9.9,23,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
1514,0.73,Lyft,Haymarket Square,North Station,7.0,1.0,5acfa022-22ad-4599-bc1e-eecafbb47228,lyft,Lyft,2018-11-28:16.02.08,41.26,0.63,991.56,,0.62,9.87,16,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
1364,2.3,Lyft,Back Bay,Haymarket Square,16.5,1.0,f4be7a00-bedd-41d0-9c9c-92ae83d7931b,lyft_premier,Lux,2018-11-28:14.32.08,38.94,0.44,991.93,,0.67,11.17,14,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
2208,0.62,Lyft,South Station,Theatre District,3.5,1.0,72a14b5f-4892-493f-8f58-474727950eaa,lyft_line,Shared,2018-11-28:15.02.08,39.57,0.27,991.74,,0.65,8.09,15,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
790,3.15,Uber,Northeastern University,North Station,10.5,1.0,0784b888-31a3-4bd0-b8df-24819a40e10a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:06.49.03,41.11,0.98,1014.35,,0.92,1.81,6,2018-11-26,Monday,Accessible,1,0,0,0,0,0,0
1840,2.86,Uber,West End,Northeastern University,,1.0,7bc64f9c-37af-4dbc-afc3-6ff3071c75dd,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:16.32.08,41.34,0.66,991.63,,0.63,10.44,16,2018-11-28,Wednesday,,0,0,0,0,0,0,0
3529,3.44,Uber,Back Bay,South Station,9.0,1.0,6b7cf1c5-ad06-4d42-925f-199db966486f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:22.42.25,45.49,0.97,1007.96,0.0092,0.84,9.74,22,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
3475,3.01,Uber,Boston University,North Station,,1.0,75572fd3-c98c-48c4-a588-759b946dde8f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:07.33.43,35.0,0.15,991.75,,0.8,6.66,7,2018-11-28,Wednesday,,0,0,0,0,0,0,0
2822,0.49,Uber,North Station,Haymarket Square,7.0,1.0,295f7a4b-60cc-40b2-84a7-e4831bbc4ebf,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:09.35.10,40.82,1.0,1014.74,,0.94,0.48,9,2018-11-26,Monday,Accessible,1,0,0,0,0,0,0
1574,1.64,Uber,Back Bay,Northeastern University,26.0,1.0,c2a419ab-e490-42e2-bceb-9328320d73b1,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:17.32.07,41.52,0.85,991.69,,0.63,9.9,17,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
3222,4.55,Lyft,Boston University,Financial District,26.0,1.0,e840dcd9-0036-4fc8-b2fb-d434ad863b24,lyft_premier,Lux,2018-11-28:17.32.07,41.56,0.85,991.66,,0.63,9.94,17,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
2450,0.56,Uber,Haymarket Square,North Station,26.0,1.0,ec455f27-e289-43dc-8db5-0ab16a576af2,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:19.02.08,40.98,1.0,991.81,,0.64,9.5,19,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2447,0.56,Uber,Haymarket Square,North Station,5.5,1.0,82ebd98c-8cc8-4d47-98a9-70ff438376a4,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:19.02.08,40.98,1.0,991.81,,0.64,9.5,19,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1961,1.52,Lyft,Boston University,Back Bay,13.5,1.0,993a78be-7258-4cd4-ab07-2396fd045625,lyft_plus,Lyft XL,2018-11-28:14.32.07,38.92,0.44,991.95,,0.67,11.2,14,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
242,2.48,Uber,South Station,Beacon Hill,28.5,1.0,72caf236-bebd-4b15-8f29-88bb73f44d7d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:20.32.07,40.98,1.0,993.29,,0.65,9.83,20,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1440,1.79,Uber,Back Bay,Haymarket Square,9.0,1.0,3e8034a5-d04a-4feb-b5a3-369699d58758,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:09.29.09,40.88,1.0,1014.75,,0.93,1.18,9,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
1767,2.41,Lyft,Beacon Hill,Fenway,3.5,1.0,3c1598a0-da69-486e-bfe9-6d2e52c1b519,lyft_line,Shared,2018-11-26:05.13.05,40.44,0.92,1013.75,,0.93,2.96,5,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
1162,1.21,Lyft,Theatre District,Haymarket Square,5.0,1.0,96638fa5-00a7-4f21-af2f-349c617fd401,lyft_line,Shared,2018-11-28:21.02.08,41.14,0.93,993.44,,0.63,8.49,21,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
724,2.58,Uber,Beacon Hill,South Station,,1.0,8a5e23d8-8d80-44eb-863f-a9f7736aaf85,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:02.32.08,39.21,0.37,998.29,,0.68,10.85,2,2018-11-29,Thursday,,0,0,0,0,0,0,0
3465,1.54,Lyft,Theatre District,North End,3.0,1.0,48b53833-168a-49bf-b410-f8c2b3c8d4af,lyft_line,Shared,2018-11-28:10.32.07,32.77,0.15,991.22,,0.85,6.4,10,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2861,3.09,Lyft,Northeastern University,West End,19.5,1.0,51208b5a-7482-4f01-8c80-ff0fdca4f069,lyft_premier,Lux,2018-11-28:08.54.56,34.09,0.52,991.61,,0.81,4.94,8,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
3553,0.67,Uber,Haymarket Square,North Station,,1.0,91994679-a2e7-42b6-af6f-565cb24ac15e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:14.32.07,38.99,0.44,991.93,,0.67,11.2,14,2018-11-28,Wednesday,,0,0,0,0,0,0,0
3792,2.62,Uber,Beacon Hill,Northeastern University,17.0,1.0,9df59b9f-8cdf-4e0c-9ea8-36a5b28dc448,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:04.02.07,37.54,0.6,998.39,,0.71,9.28,4,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
2251,2.34,Uber,Back Bay,North End,10.5,1.0,0ea33573-9465-4263-ad05-cef876c54d5f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:09.50.11,33.52,0.12,991.19,,0.83,5.41,9,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
2937,3.09,Uber,North Station,Fenway,9.5,1.0,3a244686-20f3-470e-9484-7a14598af36a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:00.37.34,38.39,0.76,996.83,,0.69,10.85,0,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
3752,1.35,Uber,Haymarket Square,Beacon Hill,7.5,1.0,14505113-aced-4cd9-a064-718d6a31d668,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:21.35.09,44.56,0.91,1009.02,0.0032,0.86,9.42,21,2018-11-26,Monday,Accessible,1,0,0,0,0,0,0
1562,2.84,Lyft,West End,Northeastern University,34.0,1.0,2b12ed51-6480-4cdb-93c1-a109a2b43ee0,lyft_luxsuv,Lux Black XL,2018-11-28:07.31.37,34.89,0.16,991.79,,0.8,6.53,7,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1703,0.58,Lyft,Financial District,South Station,3.5,1.0,30bec1cb-e4b3-4938-86c8-25675781ec9b,lyft_line,Shared,2018-11-28:11.06.24,33.82,0.37,990.68,,0.8,6.63,11,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1086,2.5,Uber,Beacon Hill,South Station,21.5,1.0,19ca4121-1bdd-4290-a3cc-66bfd7bcdce9,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.02.08,36.8,0.71,997.12,,0.76,10.01,1,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
3233,1.22,Uber,Northeastern University,Back Bay,27.0,1.0,bd4c5711-b401-4da6-adad-5ea5bd75cfed,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:09.34.34,33.5,0.42,991.76,,0.83,5.97,9,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
3862,0.64,Lyft,West End,Haymarket Square,16.5,1.0,2be8dbc1-2a40-43e4-9e69-691420768750,lyft_lux,Lux Black,2018-11-26:06.29.03,40.6,1.0,1014.18,,0.92,1.43,6,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
1847,2.04,Lyft,Theatre District,Northeastern University,32.5,1.0,a381ad26-4e17-442c-84a4-52166261c4df,lyft_luxsuv,Lux Black XL,2018-11-28:16.32.08,41.34,0.66,991.63,,0.63,10.44,16,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
88,3.22,Uber,North Station,Northeastern University,22.5,1.0,387833ce-7994-4371-836b-fdbdbdc30b32,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:14.02.07,38.49,0.49,991.67,,0.67,11.39,14,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
1738,3.16,Uber,North End,Back Bay,35.0,1.0,9c72d732-91b2-48d8-898b-872041600092,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:11.32.07,32.98,0.42,990.91,,0.83,7.06,11,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2293,4.22,Lyft,Financial District,Northeastern University,38.5,1.0,89d2fe35-682a-48a4-9d87-f53fa8e1c61b,lyft_luxsuv,Lux Black XL,2018-11-28:09.32.18,33.21,0.42,991.82,,0.84,5.87,9,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
87,3.21,Lyft,North Station,Northeastern University,38.5,1.0,c71b1d5b-6f7a-4985-82bc-80c55141f3d0,lyft_luxsuv,Lux Black XL,2018-11-28:14.02.07,38.49,0.49,991.67,,0.67,11.39,14,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1161,1.21,Lyft,Theatre District,Haymarket Square,11.0,1.0,7ef47f2d-d740-483e-be5e-125e9bd3e071,lyft_plus,Lyft XL,2018-11-28:21.02.08,41.14,0.93,993.44,,0.63,8.49,21,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
442,0.8,Uber,Financial District,Haymarket Square,7.5,1.0,f23858a4-3546-4a19-a42d-9f446d250e9a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:23.53.40,39.3,0.85,995.95,,0.66,10.54,23,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2373,2.69,Lyft,Beacon Hill,Boston University,10.5,1.0,5d6ffe86-5a84-48c1-a38c-3ffbd4d3e4b1,lyft,Lyft,2018-11-28:16.32.08,40.96,0.67,991.63,,0.64,10.39,16,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
1297,1.49,Lyft,Back Bay,Boston University,27.5,2.0,f6d6e045-b3b3-431c-9d98-c335d4bdeeba,lyft_premier,Lux,2018-11-29:04.32.07,37.62,0.49,998.77,,0.71,9.81,4,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
1247,3.0,Lyft,North End,Back Bay,30.0,1.5,375be9ce-54a6-41fa-9183-ebbed7baf617,lyft_premier,Lux,2018-11-29:04.09.18,37.7,0.58,998.47,,0.71,9.43,4,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
208,1.19,Uber,North End,North Station,,1.0,7ca2d4ae-e104-472c-ad8f-419b2c54a059,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:13.05.10,41.72,0.93,1015.39,0.004,0.91,3.55,13,2018-11-26,Monday,,0,0,0,0,0,0,0
952,1.4,Lyft,Beacon Hill,Haymarket Square,13.5,1.0,ae2f3942-0471-43bb-8329-7043bd14e0d5,lyft_premier,Lux,2018-11-28:09.32.18,33.38,0.42,991.79,,0.84,5.92,9,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
352,1.71,Lyft,North End,Theatre District,9.0,1.0,6d296841-8659-428e-86ca-be5cee16f00e,lyft,Lyft,2018-11-29:00.02.07,39.1,0.83,996.08,,0.67,10.75,0,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
795,3.01,Uber,Boston University,North Station,19.5,1.0,7ea8db09-41fe-47a8-818b-e9f7b652c508,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:06.49.03,41.11,0.98,1014.35,,0.92,1.81,6,2018-11-26,Monday,XL,0,0,0,0,0,0,1
1216,3.3,Uber,Northeastern University,Financial District,31.0,1.0,d70fb449-8f15-421b-bb94-246f7c980632,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:23.02.09,40.49,0.98,995.03,,0.62,10.08,23,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2362,1.5,Lyft,Theatre District,North End,9.0,1.0,110b046d-f93d-4fa5-bb5b-467d5007eed9,lyft,Lyft,2018-11-28:20.02.07,41.23,1.0,992.56,,0.64,9.21,20,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3424,3.15,Uber,Northeastern University,West End,10.5,1.0,594abb6b-863f-421c-81c9-7f570e4f342b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:18.06.22,41.24,0.94,991.41,,0.63,9.73,18,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
1466,3.22,Lyft,North Station,Fenway,11.0,1.0,df1321ea-6294-47e7-b8d4-ce22a638441c,lyft,Lyft,2018-11-27:02.15.22,44.11,1.0,1003.08,0.117,0.91,13.58,2,2018-11-27,Tuesday,Basic,0,1,0,0,0,0,0
3560,2.12,Uber,South Station,North Station,10.0,1.0,026cff21-9963-46cd-b941-cbb20af27c77,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:10.05.10,40.79,1.0,1014.75,,0.93,1.87,10,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
